signal,param,value,arch,seed,N_sens,mean_amp_corr,mean_freq_corr,mean_plv,mean_phase_deg,rmse_o1_g,rmse_ref_o1,rmse_ref_g,conv_threshold_time_s,conv_settle_time_s,conv_reached_threshold,steady_err_o1_g,sim_time_s,sim_python_peak_mem_mb,sim_rss_peak_delta_mb,train_time_s
lorenz,z_clip,1.0,PC-EC,1,540,0.9994684875507832,0.8686566128885876,0.9996199197543016,1.1076821546604858,0.009230928316643865,0.384253708242322,0.38554398195284045,0.529,30.0,True,0.018053768380940124,4.2578290149995155,27.465944290161133,5.51171875,1.0808055729994521
lorenz,z_clip,1.0,PC-SC,1,540,0.9972949101788098,0.8617040041030813,0.9982770775603691,2.5449876222314702,0.021080774974860158,0.384253708242322,0.3867440367456353,0.548,30.0,True,0.04126812789521418,5.765044482999656,33.069475173950195,8.78515625,1.0808055729994521
lorenz,z_clip,1.0,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,4.189357764000306,26.555559158325195,4.5078125,1.0149294620005094
lorenz,z_clip,1.0,PC-SC,2,540,0.7016228596979045,0.6149916943482133,0.9997628004728528,2.744203607261765,0.0024533931994948116,0.3752010625712522,0.37524685596040525,0.529,1.074,True,0.004176585640750255,5.808253520001017,34.71084022521973,9.30078125,1.0149294620005094
lorenz,z_clip,1.5,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.1720198140010325,25.546052932739258,0.2890625,1.0680147309994936
lorenz,z_clip,1.5,PC-SC,0,540,0.9992942894004734,0.9950362981917076,0.999396608660366,1.1463420706310994,0.009653261969352641,0.27426282284615766,0.27498856895405516,0.531,30.0,True,0.023992204667466075,5.864165961998879,34.582292556762695,3.8671875,1.0680147309994936
lorenz,z_clip,1.5,PC-EC,1,540,0.9994684875507832,0.8686566128885876,0.9996199197543016,1.1076821546604858,0.009230928316643865,0.384253708242322,0.38554398195284045,0.529,30.0,True,0.018053768380940124,4.248882367000988,27.498242378234863,0.0,1.0808055729994521
lorenz,z_clip,1.5,PC-SC,1,540,0.9972949101788098,0.8617040041030813,0.9982770775603691,2.5449876222314702,0.021080774974860158,0.384253708242322,0.3867440367456353,0.548,30.0,True,0.04126812789521418,5.778930083999512,33.06931495666504,4.125,1.0808055729994521
lorenz,z_clip,1.5,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,4.1784578089991555,26.55500602722168,0.0,1.0149294620005094
lorenz,z_clip,1.5,PC-SC,2,540,0.7016228596979045,0.6149916943482133,0.9997628004728528,2.744203607261765,0.0024533931994948116,0.3752010625712522,0.37524685596040525,0.529,1.074,True,0.004176585640750255,5.8594878290005,34.71068000793457,3.6640625,1.0149294620005094
